Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time,Country,Smart Parking Revenue
D4145,Pollution Sensor,15-11-2021,L0485,New York,Manhattan,-34.180661,-39.494525,1745,84,68 dB,8.46,1287,17.3,49,Inactive,03-03-2023,16,10,234,95.9,31,63,DeviceCorp,v1.1,0.23,0.0033,9.7,0.0,0.0,1909,15-11-2021,02:20:53,USA,3424.05
D4146,Parking Sensor,02-01-2023,L0295,Miami,South Beach,19.320685,-93.215823,936,53,60 dB,32.77,1969,4.2,26,Under Maintenance,01-09-2024,28,2,234,91.1,44,63,SmartIoT,v1.1,0.47,0.0074,21.96,0.0,198.77,753,02-01-2023,12:33:43,USA,965.45
D4147,Pollution Sensor,21-12-2021,L0897,San Francisco,Mission District,15.732907,100.025698,2074,76,80 dB,38.33,1706,26.2,51,Active,03-03-2023,44,8,234,91.59,41,63,UrbanTech,v1.1,0.34,0.0032,48.27,0.0,0.0,347,21-12-2021,11:32:04,USA,2309.12
D4148,Traffic Light,12-07-2023,L0728,San Francisco,Financial District,-34.158426,52.502027,1748,74,60 dB,8.56,2654,30.5,40,Inactive,03-03-2023,9,10,234,98.57,49,95,SmartIoT,v1.1,0.28,0.0088,17.75,0.0,0.0,966,12-07-2023,04:44:58,USA,3780.23
D4149,Pollution Sensor,19-09-2023,L0738,New York,Manhattan,-37.148372,-134.040452,1227,105,71 dB,20.91,1677,-1.6,38,Under Maintenance,28-03-2024,38,2,234,94.25,47,63,GreenTech,v2.1,0.36,0.0101,51.65,0.0,286.15,1246,19-09-2023,01:08:18,USA,4009.19
D4150,Pollution Sensor,20-08-2021,L0601,San Francisco,Mission District,1.212123,-135.193879,953,54,65 dB,21.14,2657,29.8,61,Active,03-03-2023,37,0,234,91.87,34,63,SmartIoT,v1.2,0.39,0.0024,39.01,0.0,0.0,346,20-08-2021,22:32:47,USA,1031.98
D4151,Smart Meter,19-03-2022,L0135,San Francisco,Mission District,-54.277724,-115.143372,902,62,67 dB,42.6,1637,20.6,80,Inactive,03-03-2023,34,7,234,99.39,46,63,SmartIoT,v1.2,0.12,0.0083,27.75,0.0,0.0,458,19-03-2022,13:14:54,USA,500.14
D4152,Parking Sensor,21-11-2021,L0098,Chicago,The Loop,12.095864,-70.380338,2067,53,60 dB,23.88,2414,21.7,81,Under Maintenance,30-11-2023,1,5,234,95.73,26,63,SmartIoT,v2.0,0.32,0.0033,26.93,0.0,369.88,462,21-11-2021,03:03:26,USA,3704.62
D4153,Smart Meter,20-03-2024,L0765,New York,Brooklyn,-39.742994,132.686607,1948,104,60 dB,2.47,2589,36.0,26,Active,03-03-2023,14,10,234,90.06,34,63,UrbanTech,v2.1,0.39,0.0072,28.54,0.0,0.0,300,20-03-2024,05:51:16,USA,2104.68
D4154,Smart Meter,04-10-2022,L0851,Miami,South Beach,-63.604051,3.60006,1440,88,67 dB,43.38,2669,-5.0,96,Inactive,03-03-2023,15,7,234,94.87,42,63,GreenTech,v1.0,0.1,0.0098,23.27,0.0,0.0,1290,04-10-2022,19:39:43,USA,1645.17
D4155,Smart Meter,13-06-2023,L0724,Chicago,The Loop,-65.669021,171.487151,1402,52,67 dB,21.94,2285,18.9,78,Inactive,03-03-2023,20,8,234,96.94,43,63,GreenTech,v1.2,0.25,0.0061,15.23,0.0,0.0,1184,13-06-2023,08:17:31,USA,558.04
D4156,Pollution Sensor,11-01-2023,L0852,San Francisco,Financial District,87.500594,19.372135,1629,83,71 dB,40.27,2629,11.7,29,Inactive,03-03-2023,21,3,234,99.13,40,63,GreenTech,v2.0,0.41,0.0039,46.91,0.0,0.0,1257,11-01-2023,07:50:10,USA,2931.35
D4157,Parking Sensor,29-02-2024,L0593,Seattle,Pioneer Square,16.664731,84.061342,1842,68,74 dB,4.29,1200,-4.2,28,Under Maintenance,07-06-2024,50,5,234,91.76,49,63,GreenTech,v1.1,0.48,0.0084,42.58,0.0,332.39,1598,29-02-2024,15:05:56,USA,4330.18
D4158,Traffic Light,18-07-2021,L0287,Chicago,The Loop,-11.741006,54.455431,1825,104,74 dB,47.34,2250,34.1,24,Under Maintenance,17-11-2024,27,0,234,92.63,37,97,GreenTech,v1.2,0.39,0.004,35.66,0.0,422.33,1315,18-07-2021,13:10:56,USA,4809.34
D4159,Pollution Sensor,08-11-2022,L0208,San Francisco,Financial District,44.798834,139.261238,2216,58,64 dB,16.14,2435,0.1,25,Under Maintenance,05-03-2023,30,9,234,98.18,39,63,SmartIoT,v2.0,0.29,0.006,35.03,0.0,194.43,1193,08-11-2022,03:15:01,USA,3045.85
D4160,Public WiFi,05-10-2021,L0352,Houston,Midtown,-16.442948,-6.133324,1426,66,79 dB,18.31,1499,25.3,56,Active,03-03-2023,12,2,248,97.84,38,63,DeviceCorp,v1.2,0.12,0.0065,18.36,587.47,0.0,589,05-10-2021,19:10:33,USA,2815.08
D4161,Traffic Light,05-06-2024,L0147,Chicago,Lincoln Park,-85.580784,-122.89436,1714,81,73 dB,35.36,1143,33.7,83,Inactive,03-03-2023,11,9,234,90.55,42,87,SmartIoT,v1.1,0.14,0.0098,36.06,0.0,0.0,300,05-06-2024,11:19:01,USA,882.75
D4162,Pollution Sensor,08-02-2024,L0202,Los Angeles,Downtown,37.84494,7.486018,1122,74,67 dB,21.36,1268,18.3,29,Inactive,03-03-2023,22,5,234,96.88,40,63,DeviceCorp,v1.1,0.47,0.004,43.71,0.0,0.0,1237,08-02-2024,01:03:57,USA,2969.93
D4163,Pollution Sensor,13-07-2021,L0925,Chicago,Lincoln Park,80.272075,138.089824,1569,72,75 dB,34.54,2819,-3.3,27,Under Maintenance,21-04-2023,21,5,234,95.23,43,63,UrbanTech,v1.0,0.25,0.0079,11.62,0.0,243.08,527,13-07-2021,09:21:00,USA,2209.91
D4164,Pollution Sensor,01-10-2023,L0137,Miami,South Beach,-29.680887,-134.301063,1239,54,79 dB,46.85,2986,6.4,26,Inactive,03-03-2023,9,7,234,93.6,44,63,SmartIoT,v2.0,0.47,0.0086,26.48,0.0,0.0,1476,01-10-2023,18:16:30,USA,3232.11
D4165,Parking Sensor,10-07-2023,L0411,Los Angeles,Hollywood,-70.562253,15.382022,1251,53,63 dB,29.05,1407,21.5,73,Inactive,03-03-2023,18,10,234,96.48,34,63,UrbanTech,v1.1,0.2,0.0078,38.32,0.0,0.0,1217,10-07-2023,16:34:54,USA,2249.27
D4166,Smart Meter,26-11-2023,L0598,San Francisco,Mission District,-26.924249,43.812449,857,55,79 dB,10.67,2089,16.7,70,Active,03-03-2023,27,10,234,99.99,30,63,SmartIoT,v1.1,0.43,0.0049,46.89,0.0,0.0,1597,26-11-2023,05:56:38,USA,1581.35
D4167,Traffic Light,19-03-2023,L0409,Miami,Brickell,48.374157,77.305263,1567,67,70 dB,34.6,1935,13.9,82,Under Maintenance,24-04-2023,42,7,234,90.72,37,0,SmartIoT,v1.2,0.42,0.0071,25.67,0.0,374.87,2057,19-03-2023,23:31:41,USA,927.34
D4168,Traffic Light,16-11-2021,L0551,Seattle,Pioneer Square,21.026773,117.508122,1732,87,73 dB,14.57,1325,36.9,80,Active,03-03-2023,19,9,234,91.69,27,85,GreenTech,v1.0,0.45,0.003,17.2,0.0,0.0,330,16-11-2021,09:49:42,USA,1917.13
D4169,Traffic Light,03-01-2024,L0068,Seattle,Capitol Hill,52.695692,-164.354805,843,87,62 dB,30.79,1105,33.2,86,Inactive,03-03-2023,50,0,234,97.29,27,34,UrbanTech,v1.0,0.48,0.0055,33.75,0.0,0.0,1919,03-01-2024,02:40:52,USA,934.9
D4170,Parking Sensor,06-01-2022,L0727,San Francisco,Mission District,17.472966,-18.475363,1706,54,79 dB,25.28,2786,17.3,67,Inactive,03-03-2023,47,4,234,98.31,37,63,DeviceCorp,v2.0,0.38,0.0074,16.52,0.0,0.0,631,06-01-2022,21:16:55,USA,1296.04
D4171,Traffic Light,25-01-2021,L0529,Houston,Downtown,-38.558783,64.795105,1257,84,77 dB,29.03,1225,-7.1,66,Active,03-03-2023,14,8,234,91.36,44,49,UrbanTech,v2.1,0.49,0.0036,15.63,0.0,0.0,2004,25-01-2021,12:43:37,USA,4943.01
D4172,Traffic Light,16-09-2022,L0713,Houston,Midtown,-27.372951,48.231107,1551,60,76 dB,23.16,1284,3.7,55,Inactive,03-03-2023,7,6,234,99.06,27,97,DeviceCorp,v1.2,0.26,0.0081,43.76,0.0,0.0,300,16-09-2022,23:40:22,USA,2498.47
D4173,Smart Meter,26-09-2024,L0472,Miami,Brickell,-43.217861,-26.940739,1051,56,79 dB,11.43,2082,31.4,39,Inactive,03-03-2023,41,0,234,96.52,36,63,DeviceCorp,v1.0,0.44,0.0051,28.17,0.0,0.0,965,26-09-2024,19:38:06,USA,2893.42
D4174,Public WiFi,17-01-2022,L0866,Miami,Brickell,19.638754,8.09591,983,100,69 dB,36.3,2972,39.1,35,Under Maintenance,08-12-2024,36,10,217,91.8,50,63,UrbanTech,v1.2,0.44,0.0081,45.56,601.33,169.16,490,17-01-2022,00:00:02,USA,4431.28
D4175,Parking Sensor,25-02-2022,L0248,Miami,South Beach,49.151214,88.50209,2145,71,72 dB,22.46,2924,0.2,40,Under Maintenance,13-09-2023,42,3,234,99.65,47,63,DeviceCorp,v2.1,0.18,0.0011,42.59,0.0,344.79,1175,25-02-2022,21:05:37,USA,4980.06
D4176,Pollution Sensor,03-04-2022,L0157,Houston,Midtown,-72.973843,153.025277,1199,57,77 dB,31.97,1629,38.6,66,Under Maintenance,07-04-2024,19,6,234,94.59,28,63,DeviceCorp,v2.0,0.42,0.0075,34.59,0.0,232.12,1202,03-04-2022,06:31:03,USA,3122.22
D4177,Parking Sensor,30-07-2024,L0951,Houston,Midtown,-51.645147,111.331657,1631,90,69 dB,12.12,2537,6.1,76,Inactive,03-03-2023,36,9,234,96.2,27,63,DeviceCorp,v1.1,0.17,0.0018,32.21,0.0,0.0,1494,30-07-2024,14:54:49,USA,4156.13
D4178,Pollution Sensor,18-07-2023,L0039,Chicago,The Loop,-4.887908,-2.008465,936,56,78 dB,22.11,1350,0.0,37,Under Maintenance,16-10-2023,38,0,234,99.65,48,63,UrbanTech,v2.0,0.31,0.009,49.7,0.0,436.78,1874,18-07-2023,16:30:02,USA,1971.23
D4179,Smart Meter,19-03-2024,L0630,San Francisco,Mission District,79.749521,-142.746792,1298,99,75 dB,47.28,2847,11.3,81,Active,03-03-2023,26,7,234,93.83,26,63,SmartIoT,v2.0,0.19,0.0088,34.96,0.0,0.0,300,19-03-2024,03:27:46,USA,1875.85
D4180,Pollution Sensor,25-11-2021,L0933,Miami,Brickell,-20.611056,135.355197,1886,86,66 dB,23.32,2368,-3.6,44,Inactive,03-03-2023,44,5,234,93.52,39,63,UrbanTech,v1.1,0.44,0.0087,42.95,0.0,0.0,588,25-11-2021,12:37:29,USA,2312.17
D4181,Parking Sensor,07-06-2021,L0719,Chicago,Lincoln Park,84.814249,-22.504743,1394,54,80 dB,38.71,1163,-8.8,33,Inactive,03-03-2023,9,6,234,93.02,49,63,SmartIoT,v1.2,0.3,0.0065,16.51,0.0,0.0,489,07-06-2021,17:11:54,USA,3526.28
D4182,Pollution Sensor,12-05-2023,L0504,New York,Manhattan,-58.769526,143.118875,1473,67,60 dB,11.57,1242,3.6,28,Under Maintenance,23-05-2024,1,6,234,94.27,29,63,DeviceCorp,v2.1,0.47,0.0024,46.39,0.0,456.09,987,12-05-2023,04:35:04,USA,3569.86
D4183,Public WiFi,23-04-2024,L0493,Houston,Downtown,35.547221,128.148872,1613,93,73 dB,20.48,1899,30.7,76,Active,03-03-2023,17,9,317,92.48,30,63,GreenTech,v1.0,0.43,0.0045,34.9,1042.27,0.0,846,23-04-2024,06:43:00,USA,1918.58
D4184,Smart Meter,17-04-2022,L0825,Seattle,Pioneer Square,12.878959,50.263091,1308,60,78 dB,21.96,1958,14.0,51,Active,03-03-2023,33,4,234,98.52,37,63,SmartIoT,v1.1,0.32,0.0025,15.54,0.0,0.0,1458,17-04-2022,07:28:56,USA,1099.44
D4185,Smart Meter,27-02-2021,L0824,San Francisco,Mission District,20.565507,-38.140879,1797,68,75 dB,37.48,2407,-4.1,68,Active,03-03-2023,45,7,234,91.18,50,63,SmartIoT,v1.2,0.33,0.0044,31.65,0.0,0.0,1399,27-02-2021,15:32:37,USA,3345.78
D4186,Parking Sensor,04-02-2022,L0751,Los Angeles,Downtown,18.489362,36.270854,1718,79,71 dB,47.2,1368,17.9,97,Active,03-03-2023,7,5,234,95.4,32,63,DeviceCorp,v1.2,0.16,0.0086,28.89,0.0,0.0,875,04-02-2022,15:39:24,USA,1077.47
D4187,Pollution Sensor,20-06-2022,L0432,Chicago,The Loop,-60.6672,37.917943,1822,50,77 dB,17.2,1548,-5.0,98,Active,03-03-2023,39,0,234,90.07,48,63,GreenTech,v1.0,0.32,0.0079,17.21,0.0,0.0,545,20-06-2022,16:22:26,USA,3103.22
D4188,Pollution Sensor,16-08-2022,L0227,Chicago,Lincoln Park,-13.034765,112.330452,1590,80,76 dB,30.45,1587,3.0,26,Under Maintenance,17-09-2023,16,7,234,96.35,28,63,SmartIoT,v1.2,0.12,0.0105,27.52,0.0,383.45,598,16-08-2022,22:25:41,USA,3620.4
D4189,Smart Meter,08-02-2023,L0964,Chicago,Lincoln Park,6.888417,98.348302,1006,63,75 dB,22.31,1874,26.4,93,Inactive,03-03-2023,32,0,234,96.67,30,63,GreenTech,v1.1,0.38,0.01,29.15,0.0,0.0,703,08-02-2023,09:37:43,USA,3652.75
D4190,Traffic Light,30-12-2024,L0741,Houston,Midtown,-54.4182,-71.700043,2048,75,64 dB,38.56,2940,28.7,71,Active,03-03-2023,50,3,234,99.87,32,7,DeviceCorp,v1.1,0.53,0.0047,38.42,0.0,0.0,1526,30-12-2024,15:26:24,USA,3890.62
D4191,Pollution Sensor,23-07-2023,L0627,Miami,South Beach,51.377429,-154.661474,1164,76,76 dB,17.5,2170,-2.1,99,Under Maintenance,01-11-2024,33,7,234,97.38,41,63,UrbanTech,v1.2,0.26,0.0063,26.46,0.0,230.85,696,23-07-2023,20:21:29,USA,4427.87
D4192,Public WiFi,13-12-2022,L0995,San Francisco,Mission District,-43.635021,167.922833,1494,60,70 dB,13.28,2492,-1.2,70,Inactive,03-03-2023,47,7,258,93.72,27,63,DeviceCorp,v2.1,0.17,0.008,13.03,799.48,0.0,2144,13-12-2022,13:26:49,USA,2749.82
D4193,Pollution Sensor,01-09-2024,L0241,San Francisco,Mission District,34.177842,-67.87731,1559,79,68 dB,48.53,2591,0.7,89,Under Maintenance,09-01-2024,43,10,234,92.42,35,63,GreenTech,v2.0,0.35,0.0097,37.38,0.0,340.97,396,01-09-2024,00:15:19,USA,3786.12
D4194,Smart Meter,06-02-2022,L0978,Miami,South Beach,-83.575647,114.089367,1680,50,71 dB,23.97,2241,37.5,80,Inactive,03-03-2023,28,4,234,94.14,44,63,UrbanTech,v2.0,0.39,0.0096,15.74,0.0,0.0,1589,06-02-2022,15:06:37,USA,3286.28
D4195,Public WiFi,20-07-2023,L0260,Houston,Midtown,-33.310595,-173.300333,1985,51,65 dB,2.03,1516,-2.2,90,Active,03-03-2023,28,0,308,91.48,47,63,DeviceCorp,v1.2,0.34,0.0083,40.89,218.06,0.0,1599,20-07-2023,23:10:01,USA,1339.88
D4196,Traffic Light,20-03-2021,L0072,Los Angeles,Hollywood,82.807373,177.535262,1952,64,67 dB,35.02,1059,15.7,80,Inactive,03-03-2023,17,4,234,90.12,38,30,GreenTech,v2.0,0.41,0.0045,27.07,0.0,0.0,858,20-03-2021,12:52:23,USA,615.6
D4197,Parking Sensor,10-08-2021,L0414,San Francisco,Mission District,-8.703554,162.145951,1242,77,69 dB,0.99,1978,5.0,22,Active,03-03-2023,37,9,234,93.25,40,63,DeviceCorp,v2.0,0.42,0.0071,29.49,0.0,0.0,434,10-08-2021,08:49:40,USA,1780.44
D4198,Public WiFi,12-11-2022,L0609,Seattle,Pioneer Square,-25.162091,28.346835,1632,85,62 dB,31.69,1426,12.1,42,Inactive,03-03-2023,5,5,210,99.5,37,63,UrbanTech,v1.1,0.21,0.0096,42.76,708.61,0.0,1885,12-11-2022,07:53:57,USA,2493.65
D4199,Smart Meter,19-11-2021,L0222,Los Angeles,Hollywood,17.625538,79.776187,1147,88,69 dB,36.45,1786,-8.2,82,Under Maintenance,13-07-2024,10,8,234,93.32,35,63,GreenTech,v1.0,0.43,0.0028,22.81,0.0,334.89,900,19-11-2021,01:55:38,USA,3276.98
D4200,Pollution Sensor,14-11-2021,L0732,Seattle,Pioneer Square,-32.726067,-170.942255,1112,67,74 dB,28.33,1386,-7.9,37,Inactive,03-03-2023,15,7,234,97.02,39,63,SmartIoT,v1.0,0.35,0.0077,38.93,0.0,0.0,1829,14-11-2021,05:42:32,USA,4324.82
D4201,Public WiFi,28-01-2022,L0847,Houston,Midtown,53.658528,-144.775915,1655,103,71 dB,3.46,2371,-9.2,100,Under Maintenance,07-04-2023,1,2,432,91.3,47,63,GreenTech,v1.1,0.25,0.0053,52.41,503.41,279.43,1779,28-01-2022,21:42:00,USA,1383.11
D4202,Traffic Light,11-02-2021,L0497,Seattle,Capitol Hill,83.898167,-7.400182,1410,78,67 dB,47.33,1153,6.5,58,Active,03-03-2023,35,8,234,96.7,48,4,DeviceCorp,v1.1,0.13,0.0065,39.51,0.0,0.0,925,11-02-2021,12:32:56,USA,1064.97
D4203,Smart Meter,18-10-2021,L0515,New York,Manhattan,72.727548,-30.616394,1803,55,79 dB,25.33,2185,19.7,62,Under Maintenance,30-08-2023,31,6,234,90.77,39,63,DeviceCorp,v1.2,0.24,0.0086,16.54,0.0,134.52,1338,18-10-2021,03:01:35,USA,4835.66
D4204,Public WiFi,16-08-2021,L0070,Houston,Downtown,89.285678,-129.55269,1721,58,77 dB,17.62,1175,-1.5,39,Inactive,03-03-2023,33,5,205,94.42,26,63,SmartIoT,v1.1,0.48,0.0089,14.86,802.8,0.0,1572,16-08-2021,21:44:16,USA,986.2
D4205,Parking Sensor,10-05-2023,L0723,Houston,Downtown,9.764414,169.061038,1253,88,66 dB,38.25,1757,-5.7,64,Active,03-03-2023,48,9,234,92.04,28,63,GreenTech,v2.0,0.4,0.006,43.91,0.0,0.0,1135,10-05-2023,18:42:10,USA,2653.21
D4206,Pollution Sensor,08-05-2022,L0119,Miami,South Beach,40.823619,157.227185,1605,77,71 dB,31.61,2256,0.8,78,Active,03-03-2023,18,0,234,93.55,41,63,GreenTech,v2.1,0.18,0.0016,17.46,0.0,0.0,1818,08-05-2022,10:59:14,USA,3135.04
D4207,Parking Sensor,26-08-2024,L0421,Seattle,Capitol Hill,74.220433,-107.644397,1883,78,79 dB,15.08,1855,-5.7,93,Active,03-03-2023,8,0,234,99.5,25,63,GreenTech,v2.1,0.24,0.0016,26.54,0.0,0.0,782,26-08-2024,03:28:40,USA,2936.18
D4208,Parking Sensor,25-03-2022,L0846,San Francisco,Financial District,-84.827637,45.711126,1910,61,76 dB,25.38,2316,14.9,91,Inactive,03-03-2023,24,7,234,97.34,49,63,SmartIoT,v2.0,0.11,0.0021,13.95,0.0,0.0,1264,25-03-2022,09:10:37,USA,887.14
D4209,Smart Meter,29-05-2023,L0432,Houston,Midtown,-46.440185,174.407848,1716,55,69 dB,5.85,2301,-2.5,21,Active,03-03-2023,12,1,234,95.19,30,63,GreenTech,v1.1,0.55,0.0026,43.87,0.0,0.0,597,29-05-2023,14:32:15,USA,756.62
D4210,Traffic Light,21-05-2022,L0844,San Francisco,Financial District,61.640901,20.710286,1221,105,76 dB,49.29,1831,-9.6,60,Inactive,03-03-2023,0,7,234,90.34,39,30,UrbanTech,v1.1,0.33,0.0058,30.98,0.0,0.0,2026,21-05-2022,21:58:20,USA,974.68
D4211,Smart Meter,23-10-2023,L0852,San Francisco,Mission District,35.307741,138.53686,1354,109,78 dB,13.96,2424,8.3,24,Under Maintenance,01-07-2023,50,9,234,97.34,35,63,UrbanTech,v1.2,0.33,0.0023,14.0,0.0,379.35,857,23-10-2023,14:00:36,USA,3135.14
D4212,Pollution Sensor,13-02-2024,L0834,San Francisco,Mission District,-14.500483,131.629851,1556,52,70 dB,20.05,2355,13.5,39,Under Maintenance,07-04-2024,47,5,234,99.94,25,63,DeviceCorp,v2.1,0.11,0.0034,19.66,0.0,386.74,647,13-02-2024,23:31:16,USA,2949.55
D4213,Parking Sensor,12-06-2023,L0020,Seattle,Pioneer Square,-48.94164,118.419438,1810,93,78 dB,33.16,2953,-2.1,41,Active,03-03-2023,14,3,234,96.54,48,63,UrbanTech,v1.0,0.34,0.0037,22.35,0.0,0.0,1603,12-06-2023,03:38:46,USA,1551.83
D4214,Public WiFi,03-05-2024,L0521,Chicago,Lincoln Park,65.952775,178.144227,1243,54,67 dB,28.19,2266,34.8,31,Under Maintenance,22-02-2024,19,1,142,98.55,40,63,UrbanTech,v1.2,0.34,0.0064,15.47,409.14,212.82,2190,03-05-2024,12:13:52,USA,3369.98
D4215,Traffic Light,12-06-2021,L0044,San Francisco,Financial District,-52.105641,47.792401,1158,77,62 dB,22.24,2451,18.6,71,Under Maintenance,07-02-2024,11,3,234,96.12,45,19,SmartIoT,v2.0,0.41,0.0032,10.9,0.0,378.61,1014,12-06-2021,07:08:51,USA,4190.3
D4216,Traffic Light,21-07-2024,L0268,Los Angeles,Downtown,14.424582,-113.130103,2017,54,71 dB,47.14,2887,3.9,97,Active,03-03-2023,30,5,234,96.04,35,18,UrbanTech,v1.2,0.35,0.0024,45.3,0.0,0.0,1789,21-07-2024,10:47:54,USA,687.11
D4217,Smart Meter,14-08-2021,L0997,New York,Manhattan,48.39049,79.253323,1936,95,77 dB,37.12,1936,16.3,47,Under Maintenance,21-09-2024,19,0,234,91.77,43,63,DeviceCorp,v1.2,0.3,0.0033,44.64,0.0,287.42,1072,14-08-2021,04:42:00,USA,2741.58
D4218,Public WiFi,07-07-2023,L0815,Seattle,Capitol Hill,-42.575619,108.659872,1558,90,74 dB,1.19,2337,21.1,63,Under Maintenance,29-06-2023,50,3,97,90.99,42,63,GreenTech,v1.1,0.32,0.0099,14.77,234.19,179.49,1568,07-07-2023,09:35:11,USA,3601.9
D4219,Traffic Light,25-11-2021,L0867,New York,Manhattan,-44.377741,173.789285,906,53,80 dB,36.44,2583,14.3,91,Under Maintenance,11-07-2024,4,7,234,93.01,47,78,DeviceCorp,v1.0,0.18,0.0042,21.17,0.0,466.76,300,25-11-2021,11:57:33,USA,1635.4
D4220,Traffic Light,22-03-2021,L0243,San Francisco,Mission District,24.323898,-131.907426,1732,98,77 dB,49.27,1452,9.1,63,Active,03-03-2023,37,4,234,96.99,39,31,SmartIoT,v1.1,0.48,0.0048,31.8,0.0,0.0,1157,22-03-2021,02:23:48,USA,1884.97
D4221,Pollution Sensor,03-07-2022,L0999,Houston,Midtown,-27.799761,32.443421,914,80,73 dB,43.59,2428,24.4,93,Under Maintenance,30-08-2023,14,0,234,95.15,33,63,DeviceCorp,v1.0,0.43,0.0023,29.18,0.0,361.85,1122,03-07-2022,01:55:08,USA,3261.37
D4222,Pollution Sensor,14-08-2023,L0973,Houston,Downtown,36.400128,9.225926,1254,74,79 dB,28.99,1647,8.8,31,Active,03-03-2023,25,4,234,99.26,39,63,DeviceCorp,v1.1,0.35,0.0041,11.16,0.0,0.0,702,14-08-2023,02:03:14,USA,4540.71
D4223,Pollution Sensor,13-04-2023,L0311,New York,Manhattan,-39.157782,-124.8981,2070,99,67 dB,28.99,2000,-9.2,76,Under Maintenance,21-11-2024,17,9,234,92.77,44,63,UrbanTech,v1.2,0.1,0.006,41.67,0.0,126.96,2011,13-04-2023,00:13:15,USA,4144.66
D4224,Parking Sensor,14-10-2021,L0667,Houston,Midtown,-15.707433,23.357039,1784,83,71 dB,23.54,1094,21.6,54,Active,03-03-2023,21,6,234,97.96,34,63,GreenTech,v1.1,0.27,0.0034,37.02,0.0,0.0,500,14-10-2021,03:23:55,USA,3124.09
D4225,Parking Sensor,06-10-2023,L0809,Chicago,Lincoln Park,-50.906307,-69.221969,1722,65,65 dB,47.68,2663,31.0,44,Active,03-03-2023,50,2,234,99.29,37,63,GreenTech,v1.0,0.11,0.0075,34.96,0.0,0.0,1624,06-10-2023,09:03:31,USA,3786.0
D4226,Smart Meter,30-05-2022,L0622,Houston,Midtown,0.114233,45.871296,2322,58,72 dB,3.43,2616,4.8,65,Under Maintenance,10-01-2024,19,0,234,98.7,48,63,GreenTech,v1.0,0.47,0.0055,46.24,0.0,142.53,1414,30-05-2022,12:42:56,USA,2141.7
D4227,Pollution Sensor,31-03-2024,L0872,Chicago,The Loop,38.350571,-145.465251,1719,56,69 dB,15.75,2837,16.0,89,Active,03-03-2023,28,9,234,98.73,47,63,SmartIoT,v1.0,0.48,0.0033,19.95,0.0,0.0,977,31-03-2024,05:09:35,USA,3384.34
D4228,Smart Meter,12-11-2024,L0094,Seattle,Pioneer Square,-45.774453,23.241432,2134,50,75 dB,34.06,1020,11.0,85,Active,03-03-2023,16,8,234,96.45,46,63,GreenTech,v2.0,0.15,0.002,14.54,0.0,0.0,300,12-11-2024,08:27:26,USA,2597.82
D4229,Pollution Sensor,02-05-2022,L0202,Chicago,The Loop,-34.734626,-84.974994,1787,70,69 dB,15.08,1651,17.5,53,Inactive,03-03-2023,40,5,234,97.07,33,63,DeviceCorp,v1.1,0.22,0.0072,49.67,0.0,0.0,437,02-05-2022,04:49:20,USA,1354.71
D4230,Traffic Light,05-12-2021,L0233,Miami,South Beach,77.089899,-18.61965,1524,55,65 dB,31.75,2406,11.8,21,Active,03-03-2023,14,4,234,94.21,47,33,SmartIoT,v1.2,0.22,0.0074,44.2,0.0,0.0,474,05-12-2021,07:32:40,USA,3657.82
D4231,Parking Sensor,21-09-2024,L0498,Chicago,The Loop,30.48938,58.835548,1428,85,62 dB,24.95,1651,32.4,22,Under Maintenance,12-02-2024,34,5,234,90.98,47,63,UrbanTech,v2.0,0.34,0.0092,51.57,0.0,223.2,954,21-09-2024,00:39:28,USA,3004.09
D4232,Parking Sensor,15-03-2021,L0844,Houston,Midtown,62.918223,62.998082,1579,71,70 dB,17.26,2837,4.6,68,Under Maintenance,19-08-2023,10,10,234,92.55,25,63,UrbanTech,v1.1,0.17,0.0047,21.71,0.0,423.68,1481,15-03-2021,17:43:24,USA,2113.8
D4233,Parking Sensor,13-08-2023,L0034,Los Angeles,Downtown,9.486525,-86.106577,2036,103,69 dB,36.32,1059,-3.7,34,Under Maintenance,14-10-2024,37,5,234,96.69,29,63,DeviceCorp,v2.1,0.14,0.0043,50.48,0.0,467.77,521,13-08-2023,16:52:56,USA,4601.03
D4234,Parking Sensor,19-12-2024,L0253,New York,Brooklyn,5.538608,-73.397969,1215,65,64 dB,13.13,2910,29.6,47,Under Maintenance,15-11-2024,35,7,234,94.59,48,63,DeviceCorp,v1.1,0.47,0.0059,36.57,0.0,195.39,1505,19-12-2024,11:07:08,USA,594.2
D4235,Public WiFi,12-12-2024,L0862,Chicago,Lincoln Park,-32.5938,80.941412,1695,84,76 dB,41.29,2851,39.9,63,Inactive,03-03-2023,42,7,340,93.92,35,63,SmartIoT,v1.1,0.35,0.0082,35.38,215.7,0.0,300,12-12-2024,04:58:14,USA,1920.98
