Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time
D4791,Pollution Sensor,2021-08-12,L0625,Miami,Brickell,38.468966,25.713899,981,88,56 dB,47.04,4950,12.3,21,Inactive,2023-03-03,10,4,234,90.68,30,63,GreenTech,v1.2,0.47,0.0097,37.3,0,0,1950,2024-08-05,12:56:08
D4792,Traffic Light,2022-01-16,L0436,Houston,Downtown,16.165213,16.526375,99,108,50 dB,40.14,4950,30.3,83,Under Maintenance,2024-10-22,13,3,234,96.8,30,84,UrbanTech,v1.0,0.35,0.0067,14.54,0,236.27,1971,2024-04-29,03:28:23
D4793,Smart Meter,2023-10-06,L0040,Miami,South Beach,26.48529,71.693555,981,98,53 dB,26.01,1519,-0.3,66,Active,2023-03-03,47,3,234,97.69,30,63,SmartIoT,v1.2,0.4,0.0055,22.94,0,0,877,2024-06-15,21:38:00
D4794,Parking Sensor,2021-12-30,L0350,New York,Manhattan,-86.283273,-72.56988,981,108,67 dB,33.96,4950,29.1,22,Inactive,2023-03-03,50,0,234,91.22,14,63,GreenTech,v1.1,0.41,0.0066,26.35,0,0,125,2024-08-14,19:53:26
D4795,Smart Meter,2024-01-11,L0212,New York,Brooklyn,30.654193,92.141307,981,285,77 dB,27.11,1286,25.4,52,Under Maintenance,2023-09-18,16,7,234,98.12,30,63,GreenTech,v1.0,0.37,0.008,28.74,0,360.11,280,2024-04-06,11:39:17
D4796,Public WiFi,2020-04-21,L0627,Seattle,Pioneer Square,82.814051,-33.856156,981,108,78 dB,38.76,4950,-2.4,20,Under Maintenance,2024-03-13,31,0,157,95.56,30,63,GreenTech,v1.2,0.16,0.0091,31.94,985.35,310.92,1767,2024-05-09,16:10:46
D4797,Public WiFi,2022-10-03,L0344,Los Angeles,Downtown,68.986417,127.641874,981,108,59 dB,9.58,4950,38.4,84,Inactive,2023-03-03,9,4,309,90.05,30,63,DeviceCorp,v1.1,0.47,0.0079,36.89,693.44,0,1098,2024-01-30,01:56:47
D4798,Pollution Sensor,2024-02-07,L0884,Miami,Brickell,88.810401,-77.656505,981,190,79 dB,17.31,4950,-1,48,Active,2023-03-03,6,3,234,91.79,30,63,SmartIoT,v2.0,0.43,0.0044,12.61,0,0,1886,2024-06-01,15:03:49
D4799,Pollution Sensor,2021-04-19,L0361,San Francisco,Mission District,85.23847,98.375962,981,258,56 dB,33.45,4950,24,34,Active,2023-03-03,21,9,234,93.93,30,63,SmartIoT,v1.2,0.3,0.0065,33.84,0,0,1670,2024-01-05,09:41:03
D4800,Parking Sensor,2021-05-29,L0691,Seattle,Pioneer Square,81.58826,118.461223,981,108,50 dB,8.49,4950,2.9,58,Active,2023-03-03,40,6,234,96.65,15,63,UrbanTech,v1.2,0.31,0.0081,39.81,0,0,262,2024-08-25,23:21:02
D4801,Public WiFi,2020-06-06,L0222,Chicago,The Loop,-43.267714,-168.123782,981,108,59 dB,25.89,4950,6.4,20,Under Maintenance,2024-05-26,10,10,302,94.79,30,63,SmartIoT,v2.1,0.19,0.0026,26.12,341.88,103.83,1988,2024-04-30,12:29:15
D4802,Parking Sensor,2024-02-18,L0118,Houston,Downtown,-28.211053,82.2117,981,108,83 dB,18.4,4950,-2.2,85,Under Maintenance,2024-02-01,30,9,234,96.36,42,63,SmartIoT,v1.2,0.47,0.0027,10.42,0,405.14,359,2024-01-18,23:31:52
D4803,Parking Sensor,2023-03-20,L0848,Los Angeles,Hollywood,-30.489313,-14.183065,981,108,69 dB,31.45,4950,13.6,94,Inactive,2023-03-03,1,10,234,98.65,42,63,SmartIoT,v1.1,0.23,0.0098,45.46,0,0,622,2024-03-05,00:46:39
D4804,Parking Sensor,2021-12-11,L0380,Seattle,Pioneer Square,37.93666,132.483557,981,108,50 dB,22.99,4950,14.5,24,Under Maintenance,2024-06-09,15,1,234,93.16,48,63,DeviceCorp,v1.0,0.28,0.0017,33.93,0,153.57,1377,2024-01-13,16:34:56
D4805,Smart Meter,2023-03-17,L0138,Miami,Brickell,-24.110159,135.698342,981,14,82 dB,30.49,824,25.9,48,Inactive,2023-03-03,45,4,234,99.26,30,63,SmartIoT,v1.2,0.48,0.0075,30.63,0,0,164,2024-08-21,22:41:06
D4806,Pollution Sensor,2020-06-29,L0749,Miami,Brickell,41.845957,3.329284,981,190,65 dB,49.8,4950,27.4,37,Active,2023-03-03,3,8,234,94.11,30,63,GreenTech,v1.0,0.43,0.0027,45.13,0,0,1680,2024-09-28,08:34:51
D4807,Parking Sensor,2022-10-10,L0518,Miami,South Beach,-38.651253,162.821284,981,108,84 dB,18.31,4950,0.7,52,Under Maintenance,2024-05-24,9,8,234,92.95,30,63,UrbanTech,v1.1,0.15,0.009,31.21,0,458.09,1398,2024-01-05,00:57:22
D4808,Parking Sensor,2023-10-16,L0005,San Francisco,Financial District,11.739579,132.068356,981,108,88 dB,34.25,4950,-8.7,71,Under Maintenance,2023-02-08,18,9,234,91.47,10,63,UrbanTech,v1.0,0.47,0.0093,24.95,0,334.56,1046,2024-10-20,01:58:48
D4809,Pollution Sensor,2021-08-15,L0473,Seattle,Pioneer Square,28.934766,162.96213,981,290,59 dB,29.93,4950,37.5,96,Inactive,2023-03-03,42,5,234,92.03,30,63,GreenTech,v1.1,0.17,0.0034,33.26,0,0,1605,2024-11-21,19:38:01
D4810,Smart Meter,2021-08-09,L0126,Houston,Downtown,-68.649403,-66.503989,981,46,52 dB,3.96,8004,12.5,88,Active,2023-03-03,18,7,234,93.04,30,63,DeviceCorp,v2.1,0.49,0.0029,29.9,0,0,291,2024-01-21,19:41:54
D4811,Pollution Sensor,2024-06-18,L0203,New York,Manhattan,11.747483,-144.92016,981,181,73 dB,16.52,4950,-2.4,64,Active,2023-03-03,16,5,234,93.27,30,63,UrbanTech,v1.1,0.43,0.0078,34.7,0,0,1156,2024-01-15,07:51:35
D4812,Public WiFi,2024-07-19,L0268,Chicago,Lincoln Park,-6.858986,-121.20728,981,108,93 dB,36.92,4950,-0.1,59,Inactive,2023-03-03,7,3,81,95.19,30,63,UrbanTech,v2.1,0.48,0.0012,20.47,386.82,0,1364,2024-10-24,17:06:57
D4813,Parking Sensor,2023-03-08,L0768,Los Angeles,Downtown,-28.966963,65.448093,981,108,51 dB,8.19,4950,-2.2,76,Active,2023-03-03,16,7,234,90.89,15,63,UrbanTech,v1.0,0.39,0.0028,27.81,0,0,1631,2024-10-26,08:09:20
D4814,Parking Sensor,2020-03-12,L0533,San Francisco,Financial District,83.125455,-68.729073,981,108,100 dB,30.45,4950,29.5,96,Inactive,2023-03-03,16,5,234,97.93,30,63,UrbanTech,v1.1,0.37,0.0045,33.14,0,0,404,2024-10-07,00:29:36
D4815,Public WiFi,2021-10-08,L0259,Miami,South Beach,-32.058034,166.983129,981,108,65 dB,1.38,4950,5.2,94,Active,2023-03-03,1,8,464,93.36,30,63,SmartIoT,v1.0,0.38,0.009,12.88,487.8,0,685,2024-01-17,23:18:32
D4816,Parking Sensor,2022-09-21,L0409,Chicago,The Loop,24.161777,-150.218611,981,108,55 dB,39.86,4950,39.6,87,Active,2023-03-03,44,10,234,95.75,7,63,DeviceCorp,v2.0,0.41,0.0093,31.24,0,0,498,2024-12-07,04:37:07
D4817,Public WiFi,2023-04-08,L0044,Houston,Midtown,40.836057,-39.315426,981,108,92 dB,23.56,4950,24.5,31,Active,2023-03-03,46,9,123,91.09,30,63,SmartIoT,v1.2,0.29,0.0066,46.32,283.06,0,1200,2024-11-06,15:59:23
D4818,Parking Sensor,2022-04-03,L0588,New York,Brooklyn,-18.230231,34.749182,981,108,83 dB,35.95,4950,26,23,Inactive,2023-03-03,1,2,234,98.67,7,63,SmartIoT,v2.0,0.32,0.0065,47.73,0,0,954,2024-07-14,08:26:13
D4819,Smart Meter,2020-10-23,L0598,Houston,Midtown,-29.741964,-154.176886,981,186,95 dB,15.14,2323,13.3,49,Active,2023-03-03,17,3,234,92.23,30,63,UrbanTech,v2.0,0.22,0.0091,12.3,0,0,1208,2024-09-13,06:14:49
D4820,Pollution Sensor,2024-04-09,L0176,Miami,South Beach,-47.394002,89.448963,981,77,82 dB,46.61,4950,7.9,27,Under Maintenance,2024-09-08,20,7,234,91.77,30,63,SmartIoT,v1.2,0.38,0.0067,44.2,0,171.33,449,2024-05-28,05:29:55
D4821,Smart Meter,2023-05-01,L0363,San Francisco,Mission District,-30.301783,-116.508649,981,16,95 dB,43.3,3851,-7.6,49,Active,2023-03-03,12,8,234,99.13,30,63,SmartIoT,v1.1,0.5,0.008,17.76,0,0,1215,2024-04-11,08:41:10
D4822,Pollution Sensor,2020-01-03,L0314,Miami,South Beach,12.074335,77.488754,981,182,88 dB,38.74,4950,15.2,94,Inactive,2023-03-03,44,4,234,94.4,30,63,GreenTech,v2.0,0.24,0.0024,33.66,0,0,504,2024-07-27,14:30:07
D4823,Public WiFi,2021-06-07,L0419,Los Angeles,Hollywood,7.693346,-127.011746,981,108,84 dB,28.52,4950,17.7,64,Under Maintenance,2023-04-25,40,9,381,95.89,30,63,GreenTech,v2.0,0.23,0.0062,37.95,863.11,138.92,1875,2024-07-24,16:15:15
D4824,Traffic Light,2021-05-27,L0758,Seattle,Pioneer Square,45.555942,-38.248116,1149,108,86 dB,3.97,4950,34.3,46,Inactive,2023-03-03,13,9,234,97.48,30,83,DeviceCorp,v2.1,0.47,0.0063,23.78,0,0,692,2024-03-09,10:44:40
D4825,Pollution Sensor,2022-12-06,L0855,Seattle,Pioneer Square,57.908509,116.933888,981,267,69 dB,32.45,4950,7.1,83,Under Maintenance,2024-10-07,14,0,234,91.48,30,63,UrbanTech,v1.0,0.44,0.0057,33.4,0,442.48,1452,2024-07-10,11:38:12
D4826,Parking Sensor,2021-09-25,L0689,Los Angeles,Hollywood,86.825842,30.868665,981,108,61 dB,12.01,4950,-5.5,24,Active,2023-03-03,10,7,234,90.73,11,63,GreenTech,v1.0,0.33,0.0069,30.91,0,0,1985,2024-03-06,09:37:59
D4827,Parking Sensor,2023-09-10,L0183,Seattle,Capitol Hill,72.2014,-178.14209,981,108,94 dB,22.16,4950,23.2,58,Inactive,2023-03-03,43,0,234,90.93,19,63,GreenTech,v1.1,0.25,0.001,21.93,0,0,1559,2024-10-18,20:54:39
D4828,Pollution Sensor,2020-10-25,L0626,Houston,Midtown,-14.514707,12.00819,981,202,95 dB,23.96,4950,-9,30,Inactive,2023-03-03,29,8,234,99.94,30,63,UrbanTech,v2.0,0.35,0.0029,42.17,0,0,1645,2024-02-11,11:11:07
D4829,Parking Sensor,2021-10-31,L0248,New York,Manhattan,48.301192,-36.180031,981,108,63 dB,9.32,4950,-6.8,43,Active,2023-03-03,23,6,234,90.38,30,63,DeviceCorp,v1.1,0.16,0.0072,29.61,0,0,1711,2024-11-25,02:51:21
D4830,Smart Meter,2022-11-09,L0039,Los Angeles,Downtown,-21.184886,-27.14987,981,131,96 dB,14.82,2837,25,39,Active,2023-03-03,41,10,234,90.04,30,63,DeviceCorp,v2.1,0.43,0.0074,13.08,0,0,215,2024-10-13,05:34:46
D4831,Smart Meter,2020-10-15,L0544,Chicago,The Loop,32.957686,-39.858431,981,102,84 dB,46.64,9702,-5.2,56,Active,2023-03-03,1,1,234,95.7,30,63,SmartIoT,v1.2,0.25,0.0094,35.12,0,0,639,2024-06-27,09:01:07
D4832,Pollution Sensor,2023-08-02,L0921,Miami,Brickell,19.027775,100.27543,981,2,50 dB,6.83,4950,-4.5,98,Active,2023-03-03,43,8,234,91.04,30,63,UrbanTech,v2.1,0.21,0.0087,11.89,0,0,1165,2024-06-15,16:34:08
D4833,Public WiFi,2023-07-15,L0056,San Francisco,Financial District,55.740442,0.447527,981,108,98 dB,43.41,4950,24.1,50,Under Maintenance,2023-08-17,29,6,419,95.52,30,63,SmartIoT,v1.1,0.18,0.0074,30.36,120.4,133.94,1136,2024-02-20,19:57:43
D4834,Traffic Light,2023-01-23,L0214,Houston,Downtown,30.887208,59.12587,1976,108,73 dB,21.22,4950,14.4,85,Under Maintenance,2024-07-17,16,0,234,97.04,30,67,SmartIoT,v2.1,0.15,0.0037,21.51,0,117.25,1707,2024-08-01,02:32:39
D4835,Public WiFi,2022-02-24,L0185,Miami,South Beach,61.599125,75.240266,981,108,58 dB,44.55,4950,6.2,47,Inactive,2023-03-03,27,4,115,97.6,30,63,DeviceCorp,v2.0,0.18,0.0014,14.54,524.73,0,913,2024-05-01,20:39:40
D4836,Traffic Light,2020-05-16,L0584,Los Angeles,Downtown,-5.707328,-75.700967,37,108,61 dB,2.11,4950,-0.2,64,Inactive,2023-03-03,21,0,234,93.9,30,80,GreenTech,v1.1,0.13,0.0016,15.5,0,0,167,2024-09-27,01:31:36
D4837,Traffic Light,2023-10-19,L0392,New York,Manhattan,-2.785172,5.543397,355,108,73 dB,47.85,4950,39.1,84,Inactive,2023-03-03,48,1,234,97.13,30,37,SmartIoT,v1.1,0.44,0.0055,49.62,0,0,1834,2024-06-26,08:52:41
D4838,Smart Meter,2023-04-30,L0247,Miami,Brickell,-53.796513,-48.800927,981,232,74 dB,7.96,6979,23.1,83,Active,2023-03-03,16,9,234,95.07,30,63,DeviceCorp,v2.1,0.5,0.0083,46.17,0,0,1451,2024-02-27,20:54:11
D4839,Public WiFi,2023-01-29,L0323,Houston,Midtown,61.463575,-73.606351,981,108,71 dB,49.94,4950,27.8,59,Active,2023-03-03,45,5,483,94.28,30,63,SmartIoT,v1.0,0.3,0.0017,49.84,137.57,0,516,2024-04-25,15:24:18
D4840,Smart Meter,2021-04-19,L0258,San Francisco,Mission District,-32.003673,-114.695079,981,159,81 dB,2.3,6045,32.3,73,Active,2023-03-03,20,3,234,95.77,30,63,GreenTech,v1.1,0.19,0.0027,21.65,0,0,136,2024-09-13,16:54:28
D4841,Traffic Light,2024-07-25,L0072,New York,Brooklyn,15.172395,-44.152051,633,108,58 dB,30.34,4950,19.4,67,Under Maintenance,2024-05-09,16,7,234,98.04,30,28,SmartIoT,v2.0,0.49,0.0022,18.48,0,207.61,1048,2024-07-21,17:54:15
D4842,Traffic Light,2021-05-18,L0612,Los Angeles,Downtown,-16.916188,57.534542,585,108,98 dB,22.27,4950,14.4,21,Active,2023-03-03,27,2,234,91.06,30,27,DeviceCorp,v2.1,0.49,0.0064,15.27,0,0,2000,2024-02-15,12:01:58
D4843,Traffic Light,2023-12-11,L0937,Chicago,The Loop,-87.343893,12.694532,768,108,100 dB,2.07,4950,13.4,60,Under Maintenance,2024-03-23,49,3,234,93.86,30,77,DeviceCorp,v1.2,0.15,0.0032,40.12,0,341.05,1337,2024-01-13,16:12:24
D4844,Parking Sensor,2024-10-21,L0932,Seattle,Pioneer Square,-28.59647,140.744804,981,108,69 dB,1.55,4950,-5.9,63,Active,2023-03-03,37,8,234,90.91,35,63,GreenTech,v1.0,0.23,0.0087,30.67,0,0,1419,2024-09-20,15:06:38
D4845,Pollution Sensor,2022-01-13,L0136,San Francisco,Mission District,-36.658833,0.059214,981,10,81 dB,42.44,4950,-7.8,46,Inactive,2023-03-03,32,9,234,96.19,30,63,SmartIoT,v2.0,0.49,0.0059,16.98,0,0,1833,2024-11-29,20:40:03
D4846,Pollution Sensor,2023-08-13,L0653,Miami,Brickell,-34.578575,-147.607115,981,223,93 dB,13.11,4950,11.1,86,Under Maintenance,2024-11-02,29,10,234,95.1,30,63,DeviceCorp,v2.1,0.38,0.0078,33.69,0,464.15,1241,2024-05-03,08:28:12
D4847,Parking Sensor,2022-09-12,L0103,Seattle,Capitol Hill,62.973326,-68.055918,981,108,91 dB,34.67,4950,32.5,76,Under Maintenance,2023-01-05,20,2,234,95.24,27,63,UrbanTech,v1.2,0.41,0.0028,27.89,0,487.3,341,2024-03-15,20:10:31
D4848,Parking Sensor,2024-02-20,L0960,San Francisco,Financial District,-35.867607,-57.347581,981,108,75 dB,12.62,4950,34.8,30,Active,2023-03-03,7,9,234,93.45,27,63,DeviceCorp,v1.0,0.24,0.0069,23.81,0,0,769,2024-03-08,00:11:40
D4849,Smart Meter,2021-03-20,L0872,San Francisco,Mission District,-10.942797,-71.028608,981,84,70 dB,11.28,3866,21.3,40,Under Maintenance,2024-03-15,5,4,234,98.28,30,63,UrbanTech,v1.2,0.11,0.0019,20.87,0,410.5,1954,2024-09-13,11:24:55
D4850,Parking Sensor,2023-06-02,L0121,Seattle,Pioneer Square,-85.339081,-140.043467,981,108,80 dB,40.36,4950,31.5,36,Active,2023-03-03,47,0,234,97.9,35,63,GreenTech,v1.0,0.43,0.0085,37.05,0,0,903,2024-03-19,15:38:02
D4851,Smart Meter,2023-12-15,L0419,Seattle,Capitol Hill,-25.742402,-10.249609,981,171,98 dB,26.17,1353,-6,27,Under Maintenance,2023-07-23,12,0,234,92.38,30,63,GreenTech,v2.0,0.48,0.0079,43.75,0,274.38,809,2024-02-13,04:38:36
D4852,Traffic Light,2024-06-29,L0338,Houston,Midtown,-74.495465,-115.837137,1038,108,51 dB,8.28,4950,15.5,43,Active,2023-03-03,33,5,234,98.35,30,39,UrbanTech,v1.1,0.17,0.0048,25.57,0,0,240,2024-11-03,22:23:36
D4853,Parking Sensor,2022-03-02,L0779,Seattle,Capitol Hill,-86.24568,16.671868,981,108,73 dB,40.67,4950,20.6,90,Active,2023-03-03,24,6,234,93.58,50,63,GreenTech,v1.1,0.5,0.0053,25.93,0,0,149,2024-07-21,06:06:35
D4854,Pollution Sensor,2024-09-18,L0071,New York,Manhattan,31.903502,45.588754,981,116,69 dB,37.74,4950,32.1,25,Active,2023-03-03,14,1,234,91.01,30,63,UrbanTech,v2.0,0.19,0.0082,10.51,0,0,183,2024-11-20,02:57:13
D4855,Traffic Light,2021-09-05,L0131,New York,Brooklyn,35.132442,-114.746878,1693,108,97 dB,10.36,4950,8.1,71,Active,2023-03-03,30,4,234,92.97,30,2,UrbanTech,v1.2,0.21,0.0037,44.58,0,0,981,2024-03-02,01:00:09
D4856,Smart Meter,2021-06-30,L0920,Seattle,Pioneer Square,83.122652,-37.052513,981,56,90 dB,29.26,4042,33.8,95,Under Maintenance,2023-09-14,44,0,234,99.12,30,63,UrbanTech,v1.1,0.25,0.0026,18.97,0,402.13,203,2024-07-21,20:34:42
D4857,Traffic Light,2024-10-23,L0838,Chicago,Lincoln Park,53.546564,-105.750924,963,108,87 dB,35.17,4950,0,80,Active,2023-03-03,11,5,234,93.43,30,93,DeviceCorp,v1.2,0.42,0.008,14.77,0,0,705,2024-08-29,19:15:44
D4858,Traffic Light,2020-12-24,L0773,Seattle,Pioneer Square,-25.240614,-6.933183,1668,108,96 dB,44.66,4950,1.9,89,Inactive,2023-03-03,47,1,234,95.76,30,68,UrbanTech,v1.0,0.12,0.0038,12.75,0,0,264,2024-01-05,16:26:00
D4859,Pollution Sensor,2022-12-30,L0445,Houston,Downtown,-21.487131,116.007022,981,166,87 dB,29.29,4950,1.8,89,Inactive,2023-03-03,8,4,234,91.13,30,63,GreenTech,v2.1,0.17,0.0058,35.08,0,0,893,2024-06-30,02:16:26
D4860,Smart Meter,2024-09-27,L0756,San Francisco,Financial District,76.609265,-158.997592,981,193,76 dB,37.6,3494,32.5,62,Under Maintenance,2024-10-23,30,1,234,93.18,30,63,GreenTech,v1.1,0.5,0.006,35.6,0,137.78,1823,2024-02-18,14:24:11
D4861,Parking Sensor,2023-07-28,L0643,San Francisco,Financial District,79.677901,140.021431,981,108,58 dB,9.75,4950,14.6,24,Active,2023-03-03,0,9,234,99.57,18,63,DeviceCorp,v1.2,0.16,0.0036,20.55,0,0,246,2024-03-04,01:54:51
D4862,Pollution Sensor,2021-08-18,L0883,San Francisco,Mission District,-73.030935,-170.275455,981,123,83 dB,21.7,4950,4.1,82,Active,2023-03-03,19,0,234,98.83,30,63,DeviceCorp,v1.1,0.31,0.0029,14.13,0,0,1001,2024-02-08,14:22:32
D4863,Public WiFi,2021-08-15,L0514,Chicago,Lincoln Park,43.909642,175.208338,981,108,67 dB,49.81,4950,32,31,Active,2023-03-03,33,7,217,98.26,30,63,UrbanTech,v2.1,0.39,0.0075,13.31,301.21,0,429,2024-05-16,11:24:06
D4864,Traffic Light,2023-05-20,L0579,Los Angeles,Hollywood,-78.39951,-141.214868,1984,108,58 dB,26.97,4950,36.9,22,Inactive,2023-03-03,29,10,234,95.49,30,67,DeviceCorp,v2.0,0.46,0.0072,25.35,0,0,1944,2024-08-10,16:48:55
D4865,Public WiFi,2019-12-20,L0057,Seattle,Capitol Hill,75.708459,88.845355,981,108,72 dB,15.12,4950,-7.5,22,Active,2023-03-03,36,7,105,97.22,30,63,DeviceCorp,v1.2,0.36,0.0026,20.03,661.25,0,178,2024-04-14,12:08:28
D4866,Parking Sensor,2020-08-02,L0029,San Francisco,Mission District,56.672812,-78.213107,981,108,70 dB,41.28,4950,-4,23,Under Maintenance,2023-07-17,8,2,234,97.55,49,63,GreenTech,v1.1,0.45,0.0069,35,0,221.61,1615,2024-09-14,11:55:07
D4867,Pollution Sensor,2022-01-28,L0794,Seattle,Pioneer Square,-14.039706,172.712255,981,91,51 dB,47.08,4950,15.5,65,Under Maintenance,2022-12-16,48,1,234,92.78,30,63,GreenTech,v1.0,0.12,0.008,16.23,0,439.91,1729,2024-06-10,01:33:53
D4868,Public WiFi,2020-03-09,L0279,San Francisco,Financial District,-43.953484,-123.775476,981,108,66 dB,40.9,4950,36.4,38,Active,2023-03-03,45,10,475,95.83,30,63,DeviceCorp,v1.0,0.47,0.0078,39.89,258.51,0,1927,2024-04-04,06:15:52
D4869,Public WiFi,2020-01-05,L0780,New York,Manhattan,-60.854718,-74.109533,981,108,77 dB,48.78,4950,14.3,44,Under Maintenance,2023-04-12,31,6,345,98.06,30,63,GreenTech,v1.1,0.2,0.0017,15.05,557.83,413.93,1859,2024-04-28,02:15:48
D4870,Parking Sensor,2022-05-06,L0593,San Francisco,Mission District,57.60133,28.213867,981,108,70 dB,32.9,4950,4.2,73,Inactive,2023-03-03,50,3,234,99.85,42,63,SmartIoT,v2.0,0.26,0.0085,24.22,0,0,407,2024-09-18,06:08:42
D4871,Pollution Sensor,2020-06-16,L0486,Chicago,The Loop,-2.62585,176.240759,981,99,89 dB,34.65,4950,0.2,86,Inactive,2023-03-03,49,0,234,95.49,30,63,SmartIoT,v1.1,0.4,0.0039,49.71,0,0,1006,2024-07-15,01:09:26
D4872,Smart Meter,2023-01-28,L0042,Seattle,Capitol Hill,-83.74757,30.24048,981,171,78 dB,24.63,6890,18,27,Inactive,2023-03-03,37,4,234,98.95,30,63,SmartIoT,v2.0,0.31,0.0086,33.86,0,0,1288,2024-06-29,15:12:19
D4873,Smart Meter,2023-06-12,L0716,Miami,Brickell,42.106261,101.651435,981,138,55 dB,43.11,3674,28.4,43,Inactive,2023-03-03,46,5,234,99.01,30,63,GreenTech,v1.1,0.35,0.01,48.89,0,0,571,2024-03-24,21:52:08
D4874,Public WiFi,2020-10-10,L0925,Chicago,The Loop,52.122689,-120.055964,981,108,93 dB,1.98,4950,11.5,26,Active,2023-03-03,2,1,27,96.61,30,63,SmartIoT,v1.0,0.25,0.007,47.74,971.33,0,1382,2024-01-11,03:50:58
D4875,Public WiFi,2022-11-08,L0910,Seattle,Capitol Hill,54.833374,119.817714,981,108,67 dB,32.14,4950,38.1,93,Active,2023-03-03,12,5,263,92.78,30,63,DeviceCorp,v2.0,0.26,0.01,12.44,711.66,0,632,2024-08-04,14:27:48
D4876,Pollution Sensor,2022-02-01,L0693,Chicago,Lincoln Park,-59.38651,-87.881673,981,130,91 dB,15.05,4950,26.3,97,Active,2023-03-03,24,9,234,95.98,30,63,DeviceCorp,v1.2,0.39,0.0034,44.93,0,0,1365,2024-11-07,15:24:44
D4877,Public WiFi,2022-06-20,L0666,Houston,Downtown,8.396764,32.942745,981,108,93 dB,31.82,4950,29.1,49,Inactive,2023-03-03,22,4,156,92.17,30,63,GreenTech,v2.0,0.24,0.0089,28.28,427.27,0,696,2024-12-11,00:26:27
D4878,Parking Sensor,2024-05-08,L0306,Los Angeles,Hollywood,56.497077,-128.423095,981,108,62 dB,30.95,4950,1.8,31,Inactive,2023-03-03,10,9,234,91.54,39,63,UrbanTech,v2.1,0.21,0.0022,19.96,0,0,1755,2024-01-28,23:48:03
D4879,Public WiFi,2022-01-07,L0020,Seattle,Pioneer Square,-51.638364,58.638252,981,108,65 dB,45.11,4950,21.7,70,Under Maintenance,2023-06-22,16,9,43,91.97,30,63,UrbanTech,v1.0,0.43,0.0022,28.33,634.73,236.05,406,2024-10-19,14:42:34
D4880,Public WiFi,2022-04-06,L0591,Seattle,Capitol Hill,-62.918085,46.726711,981,108,76 dB,9.55,4950,30.4,34,Inactive,2023-03-03,32,3,23,99.5,30,63,GreenTech,v2.1,0.15,0.0042,25.19,903.58,0,1984,2024-02-15,00:48:12
D4881,Smart Meter,2022-10-09,L0291,Houston,Downtown,-3.583313,-20.415252,981,141,60 dB,19.72,5159,9.6,23,Inactive,2023-03-03,9,9,234,91.53,30,63,GreenTech,v1.1,0.16,0.0037,38.16,0,0,1375,2024-05-10,04:47:39
D4882,Pollution Sensor,2021-01-10,L0626,Houston,Midtown,-14.792511,147.639808,981,297,88 dB,1.53,4950,15.3,76,Active,2023-03-03,6,7,234,93.57,30,63,GreenTech,v2.0,0.48,0.0014,19.43,0,0,1205,2024-07-02,20:04:14
D4883,Parking Sensor,2022-04-05,L0281,San Francisco,Financial District,61.198354,41.89555,981,108,62 dB,16.8,4950,28.1,41,Under Maintenance,2023-05-26,6,8,234,97.23,48,63,SmartIoT,v1.0,0.41,0.0093,28.83,0,117.38,216,2024-02-07,17:33:13
D4884,Traffic Light,2024-07-21,L0607,Miami,South Beach,85.326061,-28.895327,369,108,59 dB,25.67,4950,22.1,75,Under Maintenance,2023-12-20,41,10,234,98.08,30,57,SmartIoT,v2.0,0.28,0.009,47.32,0,150.19,214,2024-10-04,02:30:40
D4885,Smart Meter,2020-11-19,L0931,Houston,Downtown,19.166895,-114.509132,981,225,88 dB,9.38,3426,25.7,41,Under Maintenance,2023-04-01,7,10,234,91.78,30,63,SmartIoT,v1.2,0.25,0.0096,29.17,0,193.25,1233,2024-11-06,08:30:32
D4886,Traffic Light,2023-07-14,L0596,New York,Manhattan,-88.967238,44.028182,1003,108,63 dB,10.37,4950,10.2,41,Active,2023-03-03,43,9,234,96.11,30,38,GreenTech,v1.2,0.48,0.0065,45.31,0,0,818,2024-05-21,06:34:07
D4887,Pollution Sensor,2023-08-29,L0471,Los Angeles,Downtown,-20.57656,89.500135,981,204,94 dB,43.31,4950,-9.6,80,Inactive,2023-03-03,26,2,234,97.19,30,63,DeviceCorp,v2.1,0.18,0.0035,14.58,0,0,839,2024-07-10,06:11:22
D4888,Pollution Sensor,2022-12-27,L0582,Los Angeles,Downtown,18.738814,-99.432378,981,4,78 dB,26.78,4950,32.8,53,Under Maintenance,2024-07-08,30,8,234,91.69,30,63,UrbanTech,v1.2,0.41,0.0048,47.32,0,222.45,1808,2024-03-03,14:57:45
D4889,Pollution Sensor,2023-11-12,L0576,San Francisco,Mission District,80.968896,101.364425,981,252,76 dB,43.3,4950,38.4,94,Active,2023-03-03,28,8,234,99.18,30,63,SmartIoT,v2.0,0.38,0.0076,30.94,0,0,319,2024-05-13,16:00:53
